.30,0.00
0.88,-0.04,0.88,0.00,0.00
0.88,-0.20,0.00
0.88,-0.03,0.88,-0.40,0.00
0.88,-0.05,0.88,-0.20,0.00
0.88,-0.02,0.88,-0.30,0.00
0.88,-0.04,0.88,0.00,0.00
Measuring voltage and current with INA219 ...
Bus Voltage (V):,Shunt Voltage (mV):,Load Voltage (V):,Current (mA):,Power (mW):
0.88,-0.02,0.88,-0.30,0.00
0.88,0.00,0.88,-0.20,0.00
